Read_ID	Read_Length	Aligned_contig	Align_Length	Identity	match	mismatch	insertions	deletions	softclip	hardclip	intron_skip
0d903f1a-cec1-4424-944d-72d0addbb337	851	chr2	862	0.8903954802259887	788	17	23	57	23	0	0
bb0cd6c1-5f86-4b7f-8317-6111a9c104d9	1610	chr2	1539	0.9255933290570879	1443	36	20	60	111	0	37622
83d2c4eb-0700-4428-9454-08abf692bd01	857	chr2	887	0.8951434878587197	811	25	19	51	2	0	17381
4efc24ca-14e5-44ed-a01c-41cd985b0bd3	666	chr2	623	0.8492063492063492	535	19	7	69	105	0	14434
9f5305ae-4b27-44dd-935c-5337566fb7f2	552	chr2	556	0.9033391915641477	514	15	13	27	10	0	0
bb60d3a1-61e1-45a9-8c46-e05c11107c0b	367	chr2	369	0.956989247311828	356	2	3	11	6	0	0
5bc9ff3a-25e5-4843-b6b3-f48c5ee75c54	615	chr2	529	0.8664259927797834	480	18	25	31	92	0	0
4b0b76d4-7cb4-46d9-a747-6e4f8ec5d5e0	910	chr2	913	0.8441422594142259	807	38	43	68	22	0	17381
d2cc3896-cc8e-482d-9368-0cb0cb0c12b6	531	chr2	567	0.9003496503496503	515	10	5	42	1	0	15321
d11a138e-b115-40e1-9627-abf26c83f915	1350	chr2	1398	0.8447678447678447	1219	57	45	122	29	0	20241
4c9b9e41-3450-4ab7-974e-b9d8e7dfa628	1033	chr2	1085	0.8675022381378693	969	26	32	90	6	0	0
80407995-bcdc-46e7-9567-a9712f1c3c81	4266	chr2	4210	0.9352652488899276	4002	49	69	159	146	0	52924
cead3810-0219-4607-a49f-7a859779e2f1	2683	chr2	2737	0.9121548942273217	2544	78	52	115	9	0	7356
0be76a13-d6c6-422b-a9d3-494c4bf8a196	1168	chr2	1289	0.7818459191456903	1025	73	22	191	48	0	0
5818e6bf-48da-4409-83e4-062cc35ac998	333	chr2	329	0.9402985074626866	315	2	6	12	10	0	0
e64418b0-e4bb-44d9-b822-e96bc29e4f39	1881	chr2	2015	0.818620356970574	1697	96	58	222	30	0	46
619a2ae9-2fe8-400c-a21c-834674ab03f1	713	chr2	726	0.9225543478260869	679	12	10	35	12	0	0
a6cd52b7-08cc-49e4-8d80-c3d1cbc8b8f4	2986	chr2	3128	0.8979591836734694	2860	50	57	218	19	0	10409
601c9641-25ce-4148-ac6b-28c514a99120	1630	chr2	1639	0.8254156769596199	1390	55	45	194	140	0	57
6bbadb87-cc86-4d0b-86b4-b4049609f7fc	3387	chr2	3508	0.903008152937869	3212	91	49	205	35	0	17469
9d4de29a-004b-4fc5-b7fb-fd7e6f0e8a7c	4673	chr2	4825	0.9122378334351456	4480	80	86	265	27	0	0
d654eb92-56a8-4831-9860-05f92f418c43	466	chr2	464	0.9302325581395349	440	5	9	19	12	0	10409
b28cfbc1-a5e2-44bb-ae64-c29f98c2d599	4142	chr2	4209	0.9200279785497785	3946	86	80	177	30	0	12203
effa0165-d54e-4a93-a89e-d9484190e4dd	918	chr2	956	0.882172131147541	861	33	20	62	4	0	0
4e81dc2f-25d3-4d37-93dc-844264918486	1573	chr2	1609	0.8967391304347826	1485	37	47	87	4	0	45197
a7019a18-15d4-4c53-8f09-ac6b5f259af4	1620	chr2	1686	0.884083044982699	1533	36	48	117	3	0	0
6860ad63-ba64-4510-aad4-0299f496d75b	8171	chr2	8466	0.8998153277931671	7796	168	198	502	9	0	0
bdd09463-c80f-426d-bfc7-48e40d1cce08	589	chr2	616	0.7507739938080495	485	49	30	82	25	0	0
f7f64587-7011-4e8c-80c4-e81ef7fde83a	1388	chr2	1431	0.891170431211499	1302	47	30	82	9	0	0
02bd26c9-c19a-4544-8358-d911245bc972	1839	chr2	1938	0.7922657411998016	1598	129	79	211	33	0	0
525071e1-ccdd-4be9-b854-aa6c4aab1b9f	1602	chr2	1552	0.9148665819567979	1440	35	22	77	105	0	0
4d0887e3-6665-40d8-950b-75041566e307	1259	chr2	1294	0.8829305135951662	1169	52	30	73	8	0	0
12281a4c-6335-40ae-abc8-bda7cc163b43	887	chr2	915	0.8743343982960596	821	37	24	57	5	0	0
61a32de8-08e3-4dd1-b210-9b52d5629c2c	536	chr2	527	0.8895027624309392	483	25	16	19	12	0	0
37021e98-a29a-499d-b20e-bc46744ee688	383	chr2	300	0.9342105263157895	284	5	4	11	90	0	0
f36ae524-09d0-4b47-9db6-f7ce9c70c785	4677	chr2	4139	0.8956562795089708	3794	123	97	222	663	0	29827
855d270c-0072-49dd-a129-6cb7c12eb17a	3440	chr2	3509	0.9096738221354893	3263	92	78	154	7	0	29827
11b377b7-2c11-4f6c-b8b4-b208b086600c	3426	chr2	3500	0.9286520022560631	3293	73	46	134	14	0	29827
023ec479-1125-4b00-873a-dd06f42d5ba4	3569	chr2	3696	0.9038767923526287	3404	92	70	200	3	0	29827
efacf481-df49-45fc-913a-721b1f17e3b4	3914	chr2	3996	0.9287118977384464	3778	62	72	156	2	0	29827
8039d3c8-d1bf-43a0-a6bd-49d38ba2c09b	4720	chr2	4940	0.8756189344424639	4421	185	109	334	5	0	29735
ae9a9d65-96f3-4452-9159-0c96f2a62d4d	2701	chr2	2789	0.9211177927131234	2604	50	38	135	9	0	29827
509089c3-6374-4a21-b23d-32bbcbf9c068	4630	chr2	4734	0.9046242774566474	4382	136	110	216	2	0	29827
030c284a-4e86-49ff-bc13-62dfca70bc43	3336	chr2	3454	0.9178785286569717	3219	60	53	175	4	0	23547
349ec5fa-1420-47bd-a26c-02d450c3b7a4	6028	chr2	6311	0.8556116980554279	5588	220	220	503	0	0	21309
ccb514be-5548-49a7-8d49-5d8c3e212b97	2682	chr2	2760	0.9148479427549195	2557	57	35	146	33	0	15570
b8a65342-0634-4017-9ea4-11175daa43d6	2138	chr2	2147	0.8601906491148434	1895	89	56	163	98	0	14359
5b750860-4cc6-44b6-9f67-25a19f881465	2261	chr2	2304	0.9026661024121879	2133	50	59	121	19	0	9576
ba1cecbb-2052-4122-beee-2bc20949e785	2004	chr2	2153	0.8450574712643678	1838	56	22	259	88	0	6101
70d60f5e-0070-4888-98d7-0b459ab58c1f	1257	chr2	1313	0.8666666666666667	1170	49	37	94	1	0	1834
0d2e35f9-6e08-4b4f-8caf-1dd555ff612f	1643	chr2	1684	0.9177362893815636	1573	32	30	79	8	0	1031
fc35a795-7087-45b9-9740-7c684972dd47	1389	chr2	1404	0.8942917547568711	1269	31	15	104	74	0	0
225c237b-be34-49f1-a11e-f9e57471c73c	2040	chr2	2070	0.9058211074301941	1914	71	43	85	12	0	0
db205bd4-e671-4c3e-bfad-7908c9ee6166	1060	chr2	1084	0.9038984587488668	997	35	19	52	9	0	0
10c48969-41aa-4b10-bfb5-b9527e7a0506	480	chr2	434	0.8509174311926605	371	10	2	53	97	0	0
bb19d39a-1a88-46b2-9eb9-f0d8d9ac6dc0	867	chr2	838	0.8910550458715596	777	22	34	39	34	0	0
066acdc4-52ed-4b0a-9ebb-3af6f0539e5f	331	chr2	293	0.8847457627118644	261	14	2	18	54	0	0
7382e3a0-7ac3-4dd8-baac-38a824911291	519	chr2	541	0.8996350364963503	493	16	7	32	3	0	0
ad47c1aa-8a66-4104-808b-233e2d6a3193	373	chr2	397	0.8229426433915212	330	23	4	44	16	0	0
e0c7aedd-2f77-4110-90de-a42d0ee047ee	264	chr2	256	0.8830188679245283	234	13	9	9	8	0	0
1611ceda-d4ac-4dff-9bdf-baf4a021845b	193	chr2	188	0.9123711340206185	177	4	6	7	6	0	0
6515fb6f-7574-48e2-a468-2f8550dbf819	701	chr2	722	0.8567567567567568	634	32	18	56	17	0	0
36db3417-a643-4323-a078-b44d0e02a65e	256	chr2	240	0.8683127572016461	211	5	3	24	37	0	0
